date,t,y
2024-09-25,191,-5.679184998400046
2024-09-25,192,-4.9765769312613495
2024-09-26,193,-5.464247091949942
2024-09-27,194,-4.947611454097322
2024-09-27,195,-5.086799088860765
2024-09-28,196,-6.472769686505297
2024-09-29,197,-5.5043101716175835
2024-09-29,198,-5.264704209028749
2024-09-30,199,-6.088389305386797
2024-09-30,200,-7.015270110473338
2024-10-01,201,-5.612953210932176
2024-10-02,202,-6.953604488514004
2024-10-02,203,-6.492770193368269
2024-10-03,204,-5.4300061359223095
2024-10-03,205,-6.6488432668547865
2024-10-04,206,-6.82885593700206
2024-10-05,207,-7.06704366779274
2024-10-05,208,-6.673909337178918
2024-10-06,209,-6.845594150429313
2024-10-06,210,-6.889261938902086
2024-10-07,211,-8.063893361895653
2024-10-08,212,-8.939290011705577
2024-10-08,213,-9.121753928848255
2024-10-09,214,-7.351913951618342
2024-10-10,215,-7.716975931561051
2024-10-10,216,-7.23013653764324
2024-10-11,217,-7.1201860636582985
2024-10-11,218,-10.446356584913232
2024-10-12,219,-9.638382644350791
2024-10-13,220,-8.793787477898793
2024-10-13,221,-5.052461481059826
2024-10-14,222,-8.962425108018197
2024-10-14,223,-9.594965395049071
2024-10-15,224,-10.392749991090556
2024-10-16,225,-9.293776865741675
2024-10-16,226,-9.746845933407004
2024-10-17,227,-10.456378797725804
2024-10-17,228,-9.308898406334682
2024-10-18,229,-9.542104520679418
2024-10-19,230,-10.387348199505801
2024-10-19,231,-8.982169673336035
2024-10-20,232,-10.148669916536901
2024-10-20,233,-10.928425087936365
2024-10-21,234,-10.40173285913307
2024-10-22,235,-10.882620139003125
2024-10-22,236,-11.649985615722022
2024-10-23,237,-10.909581267637238
2024-10-24,238,-10.89556684265431
2024-10-24,239,-12.467892965601438
2024-10-25,240,-11.955066905580093
2024-10-25,241,-11.088823491833951
2024-10-26,242,-11.663982255621118
2024-10-27,243,-14.789672467417292
2024-10-27,244,-12.735870710929568
2024-10-28,245,-13.53709036724351
2024-10-28,246,-12.261387588256428
2024-10-29,247,-13.308226669007125
2024-10-30,248,-12.31588785003184
2024-10-30,249,-12.722144318730292
2024-10-31,250,-13.851722299079169
2024-10-31,251,-13.269362649193939
2024-11-01,252,-11.899971867665208
2024-11-02,253,-13.415095802423666
2024-11-02,254,-13.206378520530583
2024-11-03,255,-14.596285738788069
2024-11-03,256,-14.240324784446333
2024-11-04,257,-14.076199664678827
2024-11-05,258,-13.642222216387285
2024-11-05,259,-14.588037001726471
2024-11-06,260,-13.7095621641188
2024-11-07,261,-14.375833774098917
2024-11-07,262,-14.143598175433459
2024-11-08,263,-15.316855721898778
2024-11-08,264,-15.499207289273798
2024-11-09,265,-14.255601293499659
2024-11-10,266,-14.685398757729569
2024-11-10,267,-15.325706584029387
2024-11-11,268,-15.436665637477555
2024-11-11,269,-14.771575022513598
2024-11-12,270,-14.839857881738952
2024-11-13,271,-15.25762685893253
2024-11-13,272,-15.922708494159926
2024-11-14,273,-16.301545398842812
2024-11-14,274,-15.541299760843188
2024-11-15,275,-17.52288773896151
2024-11-16,276,-17.58269437995125
2024-11-16,277,-16.419873233346653
2024-11-17,278,-15.673921489765116
2024-11-18,279,-17.79580958705582
2024-11-18,280,-17.140322499313115
2024-11-19,281,-17.616695083543522
2024-11-19,282,-16.840262394498307
2024-11-20,283,-17.651943726570057
2024-11-21,284,-17.07633353574417
2024-11-21,285,-16.36953066689093
2024-11-22,286,-18.341520733919236
2024-11-22,287,-17.484629024963358
2024-11-23,288,-17.465077189717125
2024-11-24,289,-19.453319560920345
2024-11-24,290,-17.999747953999773
2024-11-25,291,-18.942332214741487
2024-11-25,292,-16.00536561435021
2024-11-26,293,-17.878241602781223
2024-11-27,294,-20.160974761823137
2024-11-27,295,-20.689158491473567
2024-11-28,296,-17.671905956223153
2024-11-28,297,-18.772409487168755
2024-11-29,298,-20.311085360672568
2024-11-30,299,-20.033036955112127
2024-11-30,300,-19.646522829557846
2024-12-01,301,-19.137037236070224
2024-12-02,302,-18.26479747080789
2024-12-02,303,-20.89728253755476
2024-12-03,304,-20.353941645238923
2024-12-03,305,-20.367472326238957
2024-12-04,306,-20.871803189768865
2024-12-05,307,-21.010668882321816
2024-12-05,308,-21.518527121618973
2024-12-06,309,-21.809152369657095
2024-12-06,310,-18.922983613471477
2024-12-07,311,-21.3918538531904
2024-12-08,312,-21.253098736419215
2024-12-08,313,-21.40605660598094
2024-12-09,314,-21.316282600643184
2024-12-09,315,-21.391992466264497
2024-12-10,316,-22.308061059915765
2024-12-11,317,-22.01387800161019
2024-12-11,318,-22.70989172904079
2024-12-12,319,-21.41467296395498
2024-12-12,320,-23.211218387939233
2024-12-13,321,-21.26727977614139
2024-12-14,322,-21.743879431948976
2024-12-14,323,-23.05884027634279
2024-12-15,324,-23.01747367642003
2024-12-16,325,-22.704365406419342
2024-12-16,326,-23.451253212767607
2024-12-17,327,-23.794465311774363
2024-12-17,328,-21.665807990063417
2024-12-18,329,-22.112490340877034
2024-12-19,330,-23.375569605084063
2024-12-19,331,-23.067125448213698
2024-12-20,332,-24.184995260756622
2024-12-20,333,-21.725598211230974
2024-12-21,334,-24.812573477839344
2024-12-22,335,-25.939529240886213
2024-12-22,336,-24.667994898255095
2024-12-23,337,-24.461305121948474
2024-12-23,338,-23.1759606829005
2024-12-24,339,-24.29379029839396
2024-12-25,340,-25.74530861648407
2024-12-25,341,-24.831600670515556
2024-12-26,342,-22.852440951992957
2024-12-27,343,-25.078360196856647
2024-12-27,344,-25.92411109267781
2024-12-28,345,-25.47062992284161
2024-12-28,346,-25.18480257373541
2024-12-29,347,-27.164140515709256
2024-12-30,348,-25.92094958101068
2024-12-30,349,-26.303174283052137
2024-12-31,350,-27.384328952488413
2024-12-31,351,-27.019879664291654
2025-01-01,352,-26.94222942459561
2025-01-02,353,-27.68447090683045
2025-01-02,354,-27.811563251915356
2025-01-03,355,-27.927709235751124
2025-01-03,356,-27.392473399680895
2025-01-04,357,-26.69331165645529
2025-01-05,358,-27.208690784846432
2025-01-05,359,-27.413400709082605
2025-01-06,360,-27.7873848865197
2025-01-06,361,-28.063235834606846
2025-01-07,362,-28.093203778589462
2025-01-08,363,-28.500746314098556
2025-01-08,364,-27.716983526138748
2025-01-09,365,-29.614509625306262
2025-01-10,366,-29.128921586415206
2025-01-10,367,-28.129277766688134
2025-01-11,368,-28.947039734432863
2025-01-11,369,-28.761696795932266
2025-01-12,370,-28.687686972479632
2025-01-13,371,-29.024042271573958
2025-01-13,372,-29.704245755942683
2025-01-14,373,-30.61702019548693
2025-01-14,374,-29.5967820299676
2025-01-15,375,-30.69569525027992
2025-01-16,376,-30.11899949018405
2025-01-16,377,-30.10115982893344
2025-01-17,378,-29.10457034635397
2025-01-17,379,-30.407736417199697
2025-01-18,380,-30.198900261720304
2025-01-19,381,-31.184443115128886
2025-01-19,382,-31.210176808845617
2025-01-20,383,-30.687084471471398
2025-01-20,384,-30.86723230404983
2025-01-21,385,-30.820133204100355
2025-01-22,386,-31.245114029639872
2025-01-22,387,-31.886480510703876
2025-01-23,388,-30.104378160718362
2025-01-24,389,-32.88465345578503
2025-01-24,390,-30.51914696306061
2025-01-25,391,-31.347014850753805
2025-01-25,392,-32.09586701314077
2025-01-26,393,-32.01867146322307
2025-01-27,394,-33.79527793748653
2025-01-27,395,-32.62708282012483
2025-01-28,396,-33.187862427892235
2025-01-28,397,-32.4361525556112
2025-01-29,398,-33.23408360105513
2025-01-30,399,-33.812165775153005
2025-01-30,400,-31.512093815312475
2025-01-31,401,-32.58392879274568
2025-01-31,402,-34.56454084160932
2025-02-01,403,-33.320694946770665
2025-02-02,404,-35.29049976240273
2025-02-02,405,-32.856124867859265
2025-02-03,406,-34.919835778722515
2025-02-04,407,-33.35377346263046
2025-02-04,408,-32.96751948480776
2025-02-05,409,-34.39229143934513
2025-02-05,410,-34.5157982531799
2025-02-06,411,-35.44655058776778
2025-02-07,412,-35.371261160827146
2025-02-07,413,-37.20561102813144
2025-02-08,414,-35.73676601571007
2025-02-08,415,-34.639730618667336
2025-02-09,416,-34.9985222674892
2025-02-10,417,-36.052462115555244
2025-02-10,418,-35.75901683929568
2025-02-11,419,-31.86028249654489
2025-02-11,420,-41.15175719420007
2025-02-12,421,-37.56031471139703
2025-02-13,422,-36.17096074342747
2025-02-13,423,-35.771295767789184
2025-02-14,424,-37.38840746710429
2025-02-14,425,-38.00515118092178
2025-02-15,426,-36.50860873072388
2025-02-16,427,-37.125967092870376
2025-02-16,428,-37.4664773523145
2025-02-17,429,-36.757478728051396
2025-02-18,430,-34.27718825411203
2025-02-18,431,-36.32200994661372
2025-02-19,432,-36.2089397786725
2025-02-19,433,-37.66428509177874
2025-02-20,434,-37.3731320075257
2025-02-21,435,-34.64803963802352
2025-02-21,436,-38.00762306588416
2025-02-22,437,-35.0392061845473
2025-02-22,438,-36.36707115977715
2025-02-23,439,-37.51483181345589
2025-02-24,440,-36.95529412997387
2025-02-24,441,-35.899058974174
2025-02-25,442,-36.35345685238568
2025-02-25,443,-36.629693348960174
2025-02-26,444,-37.50789547841803
2025-02-27,445,-37.46910331025176
2025-02-27,446,-38.471207750365366
2025-02-28,447,-36.364986124186714
2025-02-28,448,-36.24089310048769
2025-03-01,449,-36.562439928101796
2025-03-02,450,-33.907568425291615
2025-03-02,451,-36.0999385048521
2025-03-03,452,-37.2385591614092
2025-03-04,453,-36.921710293176346
2025-03-04,454,-36.90246755234034
2025-03-05,455,-35.51925638383051
2025-03-05,456,-37.05001294903548
2025-03-06,457,-36.88867606498714
2025-03-07,458,-37.350741302158085
2025-03-07,459,-38.11047763240972
2025-03-08,460,-36.41014610634435
2025-03-08,461,-35.211322564917644
2025-03-09,462,-36.850360667500794
2025-03-10,463,-35.98934362870674
2025-03-10,464,-37.44690480887057
2025-03-11,465,-36.74105260548756
2025-03-11,466,-36.958402766571155
2025-03-12,467,-36.34725555363258
2025-03-13,468,-35.42307761902897
2025-03-13,469,-36.538710910557484
2025-03-14,470,-37.86671940309762
2025-03-15,471,-37.87513463223593
2025-03-15,472,-42.92831125709088
2025-03-16,473,-36.78632509439369
2025-03-16,474,-38.330913510735925
2025-03-17,475,-35.76973517818786
2025-03-18,476,-36.031523287224545
2025-03-18,477,-37.79374599316196
2025-03-19,478,-36.1085444847396
2025-03-19,479,-35.597171314614975
2025-03-20,480,-38.38413347529142
2025-03-21,481,-35.84793981053187
2025-03-21,482,-36.27184045536872
2025-03-22,483,-36.94924186525402
2025-03-22,484,-37.92003341422538
2025-03-23,485,-36.604835074450236
2025-03-24,486,-38.58155980469693
2025-03-24,487,-37.17031501142218
2025-03-25,488,-37.284438933286935
2025-03-25,489,-37.61669924654605
2025-03-26,490,-38.669936561903484
2025-03-27,491,-35.59218070731539
2025-03-27,492,-37.99275767789748
2025-03-28,493,-35.81678003073612
2025-03-29,494,-35.731514716415944
2025-03-29,495,-37.2809861874076
2025-03-30,496,-36.22280898465523
2025-03-30,497,-36.76576479709343
2025-03-31,498,-36.53742679794025
2025-04-01,499,-36.48897241929188
2025-04-01,500,-37.001768566629146
2025-04-02,501,-36.08413982272048
2025-04-02,502,-36.113573294668285
2025-04-03,503,-36.780387420252524
2025-04-04,504,-36.0633112596344
2025-04-04,505,-38.23162079664464
2025-04-05,506,-39.63432387823389
2025-04-05,507,-38.35020937233849
2025-04-06,508,-36.11823241315918
2025-04-07,509,-39.415769236915146
2025-04-07,510,-37.2098551241004
2025-04-08,511,-37.40911861929695
2025-04-08,512,-36.40847609253845
2025-04-09,513,-38.68576308081291
2025-04-10,514,-36.264592027705405
2025-04-10,515,-36.00903115118693
2025-04-11,516,-36.81014136167275
2025-04-12,517,-36.09621930619055
2025-04-12,518,-35.55904363941118
2025-04-13,519,-36.15991458526436
2025-04-13,520,-39.10427279747171
2025-04-14,521,-33.518275223171564
2025-04-15,522,-37.783031048239366
2025-04-15,523,-36.0544924285784
2025-04-16,524,-37.49555503182427
2025-04-16,525,-35.40789128710784
2025-04-17,526,-36.56910868128437
2025-04-18,527,-36.205903352198824
2025-04-18,528,-36.352229007658046
2025-04-19,529,-37.65862487236144
2025-04-19,530,-34.51724228683641
2025-04-20,531,-35.94152035240526
2025-04-21,532,-36.01636044612244
2025-04-21,533,-36.60806902577157
2025-04-22,534,-35.89339542127049
2025-04-23,535,-35.204983489296545
2025-04-23,536,-35.72255056841241
2025-04-24,537,-33.71559560813462
2025-04-24,538,-33.093294245504154
2025-04-25,539,-36.832784593641485
2025-04-26,540,-35.19560986093791
2025-04-26,541,-36.990558646420304
2025-04-27,542,-37.28704837070504
2025-04-27,543,-35.94466747585679
2025-04-28,544,-36.770200497849785
2025-04-29,545,-37.2329952170376
2025-04-29,546,-36.20794593626247
2025-04-30,547,-34.80195966455345
2025-04-30,548,-37.244822103802136
2025-05-01,549,-36.621149792974634
2025-05-02,550,-37.282169275249956
2025-05-02,551,-49.506590111949876
2025-05-03,552,-37.55081204826516
2025-05-03,553,-38.0503093639528
2025-05-04,554,-37.76462130784497
2025-05-05,555,-36.80248112219796
2025-05-05,556,-35.970478631396375
2025-05-06,557,-36.72083214294444
2025-05-07,558,-36.18974244914528
2025-05-07,559,-35.497209656089815
2025-05-08,560,-36.1731002094943
2025-05-08,561,-36.46529519894561
2025-05-09,562,-36.25364601471509
2025-05-10,563,-36.02754726741785
2025-05-10,564,-36.03735395983332
2025-05-11,565,-36.43226107492865
2025-05-11,566,-38.767879363809016
2025-05-12,567,-37.36787194633432
2025-05-13,568,-36.4967537617176
2025-05-13,569,-35.63992686620862
2025-05-14,570,-36.672132111566164
2025-05-14,571,-36.45967040255902
2025-05-15,572,-35.720166373883615
2025-05-16,573,-37.147620586040645
2025-05-16,574,-36.636672661214625
2025-05-17,575,-36.33586355309874
2025-05-17,576,-37.5640229717496
2025-05-18,577,-36.129532992631596
2025-05-19,578,-36.38271147655596
2025-05-19,579,-37.97179780286503
2025-05-20,580,-38.3799046518451
2025-05-21,581,-36.364933495266555
2025-05-21,582,-36.88481103147975
2025-05-22,583,-35.78658026672564
2025-05-22,584,-36.817811875816034
2025-05-23,585,-36.73615409163671
2025-05-24,586,-36.02888158958366
2025-05-24,587,-38.06359883399722
2025-05-25,588,-38.00493113092026
2025-05-25,589,-37.414296545208664
2025-05-26,590,-35.78215931253621
2025-05-27,591,-35.37422843722545
2025-05-27,592,-38.716297125809525
2025-05-28,593,-38.1685943472931
2025-05-28,594,-37.04396991438925
2025-05-29,595,-37.18133912694836
2025-05-30,596,-37.08927976483114
2025-05-30,597,-38.04801897752147
2025-05-31,598,-36.185166435813805
2025-06-01,599,-38.09127997332958
